Location,Kilometers_Driven,Engine,Power,Seats,Price,Mileage(kmpl),Brand,Age,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Model_Frequency
6,80000,1461.0,97.7,5.0,2.1,19.5,22,14.0,True,False,False,False,True,False,True,False,0.005483549351944167
9,11964,2967.0,228.075,5.0,19.625,13.22,1,10.0,True,False,False,False,False,False,False,False,0.004985044865403789
3,22684,1197.0,81.83,5.0,7.8,18.6,10,7.0,False,False,False,True,True,False,False,False,0.041043536058491197
1,43521,1198.0,86.8,5.0,4.25,19.4,9,11.0,False,False,False,True,True,False,False,False,0.009970089730807577
7,49386,1298.0,85.8,5.0,4.86,17.5,18,11.0,False,False,False,True,True,False,False,False,0.05865736124958458
4,12248,1197.0,81.86,5.0,4.9,18.9,10,8.0,False,False,False,True,True,False,False,False,0.0259222333000997
3,67771,2498.0,112.0,5.0,7.06,11.68,17,11.0,True,False,False,False,True,False,False,False,0.003489531405782652
4,60007,1798.0,189.0,5.0,4.5,17.21,29,10.0,False,False,False,True,False,False,False,False,0.02509139248919907
3,48624,998.0,67.1,5.0,3.22,24.07,18,14.0,False,False,False,True,True,False,False,False,0.02376204719175806
8,30000,1199.0,73.9,5.0,3.25,22.07,29,11.0,True,False,False,False,True,False,False,False,0.02509139248919907
4,81605,1197.0,82.0,5.0,4.53,18.9,10,9.0,False,False,False,True,True,False,False,False,0.0259222333000997
3,32642,2143.0,170.0,5.0,19.625,14.84,19,8.0,True,False,False,False,False,False,False,False,0.01694915254237288
10,34200,1591.0,121.3,5.0,6.5,15.74,10,11.0,False,False,False,True,False,False,False,False,0.02824858757062147
2,72204,1172.0,67.0,5.0,2.25,15.7,6,15.0,False,False,False,True,True,False,False,False,0.0008308408109006315
10,131500,2494.0,100.0,5.0,8.0,12.99,28,14.0,True,False,False,False,True,False,True,False,0.02725157859754071
7,47357,1493.0,100.0,5.0,8.37,18.49,17,8.0,True,False,False,False,False,False,False,False,0.0014955134596211367
3,61738,1498.0,88.8,5.0,5.39,20.14,29,10.0,True,False,False,False,True,False,False,False,0.02509139248919907
7,32586,1995.0,190.0,5.0,19.625,22.48,2,7.0,True,False,False,False,False,False,False,False,0.011299435028248588
3,40129,2987.0,228.075,5.0,19.625,11.57,19,7.0,True,False,False,False,False,False,False,False,0.0019940179461615153
9,51000,2987.0,228.075,5.0,19.625,11.74,19,13.0,True,False,False,False,False,False,False,False,0.0038218677301429045
7,10393,1197.0,81.86,5.0,6.03,18.9,10,7.0,False,False,False,True,True,False,False,False,0.0259222333000997
9,46000,1798.0,157.75,5.0,4.9,13.7,25,14.0,False,False,False,True,False,False,False,False,0.008142239946826188
2,21000,1197.0,78.9,5.0,3.96,16.95,10,12.0,False,False,False,True,False,False,False,False,0.0259222333000997
5,113562,1396.0,90.0,5.0,4.6,23.0,10,14.0,True,False,False,False,True,False,False,False,0.041043536058491197
9,100010,2179.0,120.0,5.0,5.5,12.05,17,14.0,True,False,False,False,True,False,True,False,0.010136257892987704
9,63107,1198.0,86.8,5.0,3.25,19.4,9,12.0,False,False,False,True,True,False,False,False,0.009970089730807577
6,58500,1197.0,81.83,5.0,6.25,18.6,10,8.0,False,False,False,True,True,False,False,False,0.041043536058491197
10,90000,2499.0,143.0,5.0,3.0,10.9,8,18.0,True,False,False,False,True,True,False,False,0.006480558325024925
2,108242,1493.0,110.0,5.0,4.25,16.8,10,14.0,True,False,False,False,True,False,False,False,0.02824858757062147
10,131500,2982.0,171.0,5.0,12.25,11.5,28,14.0,True,False,False,False,True,False,False,False,0.016782984380192757
10,62943,1995.0,184.0,5.0,10.95,17.05,2,14.0,True,False,False,False,False,False,True,False,0.005317381189764041
4,65000,2982.0,168.5,5.0,16.5,12.55,28,12.0,True,False,False,False,False,False,False,False,0.016782984380192757
10,1700,1199.0,88.76,5.0,7.8,19.0,9,7.0,False,False,False,True,False,False,False,False,0.017613825191093387
7,34697,1086.0,68.05,5.0,3.7,19.81,10,12.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,58000,1197.0,80.0,5.0,4.0,17.0,10,13.0,False,False,False,True,True,False,False,False,0.041043536058491197
9,32500,1995.0,187.74,5.0,19.625,19.59,2,10.0,True,False,False,False,False,False,False,False,0.016284479893652375
3,58661,1968.0,181.0,5.0,19.625,15.17,1,9.0,True,False,False,False,False,False,False,False,0.00448654037886341
7,37124,1197.0,81.8,5.0,5.44,20.4,18,8.0,False,False,False,True,True,False,False,False,0.05865736124958458
4,44000,1197.0,83.1,5.0,6.2,21.4,18,8.0,False,False,False,True,False,False,False,False,0.010468594217347957
8,45200,1495.0,94.0,5.0,0.9,13.2,10,20.0,False,False,False,True,True,False,False,False,0.0029910269192422734
9,11000,1197.0,85.8,5.0,3.95,18.5,18,9.0,False,False,False,True,True,False,False,False,0.010634762379528082
10,65000,624.0,35.0,5.0,0.44,26.0,27,14.0,False,False,False,True,True,False,True,False,0.004154204054503157
0,55005,1399.0,68.0,5.0,2.75,20.0,8,13.0,True,False,False,False,True,False,False,False,0.016782984380192757
5,81650,1968.0,167.7,5.0,7.5,18.33,29,14.0,True,False,False,False,False,False,False,False,0.0013293452974410102
2,131500,1248.0,93.0,5.0,2.5,19.0,6,15.0,True,False,False,False,True,False,True,False,0.0019940179461615153
5,131500,2489.0,93.7,5.0,5.0,14.95,17,10.0,True,False,False,False,True,False,False,False,0.003489531405782652
5,67263,998.0,67.1,5.0,3.6,18.9,18,12.0,False,False,False,True,True,False,False,False,0.02558989697573945
7,44223,1496.0,88.7,5.0,3.99,17.6,28,13.0,False,False,False,True,True,False,False,False,0.010136257892987704
3,36840,1197.0,82.0,5.0,5.64,18.9,10,10.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,131500,2494.0,100.0,5.0,12.0,12.99,28,11.0,True,False,False,False,True,False,False,False,0.02725157859754071
8,131500,1405.0,62.0,5.0,0.7,16.8,27,17.0,True,False,False,False,True,False,False,False,0.006646726487205052
9,69123,1995.0,184.0,5.0,19.0,18.88,2,10.0,True,False,False,False,False,False,False,False,0.016284479893652375
4,38000,3125.5,197.0,5.0,19.625,10.91,8,8.0,True,False,False,False,False,False,False,False,0.006480558325024925
9,5500,1462.0,103.25,5.0,8.2,21.56,18,8.0,False,False,False,True,True,False,False,False,0.011797939514788967
8,1001,1498.0,99.0,5.0,7.55,25.83,8,10.0,True,False,False,False,True,False,False,False,0.016782984380192757
10,59000,1150.0,74.9,5.0,0.99,15.26,4,18.0,False,False,False,True,True,False,False,True,0.002326354270521768
4,78256,1497.0,118.0,5.0,4.15,16.8,9,14.0,False,False,False,True,False,False,False,False,0.0448654037886341
2,90000,1498.0,97.6,5.0,6.2,16.95,22,9.0,False,False,False,True,True,False,False,False,0.004320372216683284
8,18000,1197.0,85.8,5.0,4.4,19.1,18,9.0,False,False,False,True,True,False,False,False,0.05865736124958458
8,60000,1399.0,68.0,5.0,2.1,20.0,8,13.0,True,False,False,False,True,False,False,False,0.016782984380192757
6,130000,1248.0,75.0,5.0,2.2,20.3,6,14.0,True,False,False,False,True,False,False,False,0.0008308408109006315
3,32851,1197.0,81.86,5.0,8.34,18.6,10,7.0,False,False,False,True,True,False,False,False,0.002326354270521768
8,32000,1248.0,74.0,5.0,4.35,23.4,18,11.0,True,False,False,False,True,False,False,False,0.05865736124958458
5,62700,1498.0,89.84,5.0,6.8,22.7,8,11.0,True,False,False,False,True,False,False,False,0.008806912595546694
6,71000,1248.0,73.9,5.0,3.3,19.3,18,15.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,19947,1197.0,82.0,5.0,5.04,18.9,10,9.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,91000,2953.0,153.86,5.0,9.2,11.4,8,13.0,True,False,False,False,False,False,False,False,0.006480558325024925
5,74000,1199.0,73.9,5.0,5.7,22.07,29,11.0,True,False,False,False,True,False,False,False,0.02509139248919907
7,55594,1493.0,100.0,5.0,8.48,18.49,17,7.0,True,False,False,False,True,False,False,False,0.0014955134596211367
5,58000,2993.0,228.075,5.0,19.625,11.2,2,12.0,True,False,False,False,False,False,False,False,0.0009970089730807576
5,110224,1461.0,108.45,5.0,6.1,19.01,24,13.0,True,False,False,False,True,False,False,False,0.013791957460950481
0,21002,998.0,67.04,5.0,2.75,22.5,18,15.0,False,False,False,True,True,False,False,False,0.02558989697573945
10,121000,1248.0,88.5,5.0,8.0,24.52,18,8.0,True,False,False,False,True,False,False,False,0.012462612163509471
6,73513,796.0,46.3,5.0,1.85,19.7,18,15.0,False,False,False,True,True,False,False,False,0.02376204719175806
6,34000,998.0,67.0,5.0,3.85,20.51,18,10.0,False,False,False,True,False,False,False,False,0.02558989697573945
3,28371,1196.0,73.0,5.0,4.74,15.1,18,8.0,False,False,False,True,True,False,False,False,0.0029910269192422734
7,74755,1461.0,108.45,5.0,5.63,19.6,24,12.0,True,False,False,False,True,False,False,False,0.013791957460950481
7,25805,1061.0,64.0,5.0,2.62,18.2,18,14.0,False,False,False,True,True,False,False,False,0.004818876703223662
7,82603,1598.0,102.53,5.0,4.9,13.06,24,10.0,False,False,False,True,True,False,False,False,0.013791957460950481
2,110000,1799.0,130.0,5.0,2.65,13.5,9,19.0,False,False,False,True,True,False,False,False,0.005317381189764041
4,88000,2179.0,140.0,5.0,5.99,16.0,17,13.0,True,False,False,False,True,False,False,False,0.01877700232635427
2,110000,1461.0,64.1,5.0,2.4,21.0,17,14.0,True,False,False,False,True,False,True,False,0.0006646726487205051
4,15000,999.0,67.0,5.0,4.25,21.7,24,8.0,False,False,False,True,True,False,False,False,0.006646726487205052
9,70000,2967.0,228.075,5.0,19.625,15.15,23,12.0,True,False,False,False,False,False,False,False,0.001163177135260884
10,131500,1248.0,74.0,5.0,2.7,28.4,18,17.0,True,False,False,False,True,False,True,False,0.05865736124958458
5,19000,1198.0,67.0,5.0,2.99,20.63,5,9.0,False,False,False,True,True,False,False,False,0.0009970089730807576
2,37442,1197.0,80.0,5.0,3.4,18.5,10,14.0,False,False,False,True,True,False,False,False,0.041043536058491197
3,63111,1995.0,190.0,5.0,19.625,18.12,2,9.0,True,False,False,False,False,False,True,False,0.011299435028248588
9,88000,1248.0,88.8,5.0,5.85,20.77,18,13.0,True,False,False,False,True,False,False,False,0.012462612163509471
6,42355,1197.0,82.0,5.0,4.0,18.9,10,11.0,False,False,False,True,True,False,False,False,0.0259222333000997
3,75871,2996.0,228.075,5.0,14.12,9.43,2,14.0,False,False,False,True,False,False,False,False,0.016284479893652375
9,65000,1998.0,163.7,5.0,4.55,17.9,4,14.0,True,False,False,False,True,False,False,False,0.0029910269192422734
10,69000,2987.0,165.0,5.0,19.625,6.499999999999998,19,10.0,True,False,False,False,False,False,False,False,0.0038218677301429045
6,79232,1248.0,73.9,5.0,2.9,21.1,18,14.0,True,False,False,False,True,False,False,False,0.010634762379528082
10,131500,1796.0,186.0,5.0,6.0,11.74,19,18.0,False,False,False,True,False,False,True,False,0.01694915254237288
7,28470,1197.0,81.83,5.0,6.95,18.6,10,9.0,False,False,False,True,True,False,False,False,0.041043536058491197
8,9759,998.0,68.05,5.0,2.75,20.3,10,11.0,False,False,False,True,True,False,False,False,0.010136257892987704
10,75216,1248.0,74.0,5.0,5.1,22.9,18,11.0,True,False,False,False,True,False,False,False,0.05865736124958458
2,8000,1197.0,81.83,5.0,6.75,18.6,10,8.0,False,False,False,True,True,False,False,False,0.041043536058491197
9,59451,1197.0,85.8,5.0,3.69,18.5,18,11.0,False,False,False,True,True,False,False,False,0.010634762379528082
5,53996,1248.0,74.0,5.0,5.45,22.9,18,12.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,15135,1199.0,88.7,5.0,9.29,17.5,9,7.0,False,False,False,True,True,False,False,False,0.0006646726487205051
2,53000,1197.0,81.86,5.0,4.0,16.9,10,10.0,False,False,False,True,False,False,True,False,0.00980392156862745
8,40000,1198.0,86.7,5.0,2.9,18.0,9,12.0,False,False,False,True,True,False,False,False,0.017613825191093387
10,21107,1591.0,121.3,5.0,5.25,17.1,10,12.0,False,False,False,True,True,False,False,False,0.02824858757062147
9,56000,1497.0,116.3,5.0,5.75,16.8,9,11.0,False,False,False,True,True,False,False,False,0.0448654037886341
3,19623,1591.0,121.3,5.0,13.12,15.29,10,8.0,False,False,False,True,True,False,False,False,0.015453639082751745
7,70963,2179.0,140.0,5.0,7.83,15.1,17,11.0,True,False,False,False,True,False,False,False,0.01877700232635427
9,25755,998.0,58.16,5.0,3.15,29.860000000000003,18,12.0,False,False,False,False,True,False,False,False,0.02558989697573945
9,51450,2494.0,102.0,5.0,10.4,12.8,28,12.0,True,False,False,False,True,False,False,False,0.02725157859754071
10,75000,1248.0,74.0,5.0,4.35,22.9,18,13.0,True,False,False,False,True,False,False,False,0.05865736124958458
3,37832,998.0,67.0,5.0,5.23,22.5,18,8.0,False,False,False,True,False,False,False,False,0.02558989697573945
3,43041,1197.0,81.86,5.0,6.01,18.9,10,9.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,97236,1498.0,98.6,5.0,4.4,25.8,9,11.0,True,False,False,False,True,False,False,False,0.017613825191093387
2,83000,1995.0,181.0,5.0,12.75,16.07,2,15.0,True,False,False,False,False,False,False,False,0.016284479893652375
4,65000,1196.0,70.0,5.0,2.4,15.6,8,14.0,False,False,False,True,True,False,False,False,0.016782984380192757
7,46007,1198.0,73.75,5.0,5.71,17.0,29,7.0,False,False,False,True,True,False,False,False,0.0031571950814223994
7,65925,1498.0,89.84,5.0,5.49,22.7,8,10.0,True,False,False,False,True,False,True,False,0.008806912595546694
10,73500,1343.0,90.0,5.0,1.3,13.0,9,21.0,False,False,False,True,True,False,True,False,0.0448654037886341
8,55000,2179.0,140.0,5.0,8.5,16.0,17,11.0,True,False,False,False,True,False,False,False,0.01877700232635427
4,115000,2982.0,168.5,5.0,12.99,13.0,28,13.0,True,False,False,False,True,False,False,False,0.016782984380192757
8,31184,1197.0,81.86,5.0,5.0,18.9,10,8.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,41747,1248.0,73.75,5.0,9.0,28.4,18,8.0,True,False,False,False,False,False,False,False,0.003988035892323031
7,38143,1248.0,74.0,5.0,5.22,22.9,18,9.0,True,False,False,False,True,False,False,False,0.05865736124958458
10,19030,1198.0,73.9,5.0,3.8,16.47,29,13.0,False,False,False,True,True,False,False,False,0.02509139248919907
3,20877,1197.0,78.9,5.0,7.27,18.16,28,6.0,False,False,False,True,True,False,False,False,0.010136257892987704
9,23555,1197.0,81.8,5.0,5.1,22.0,18,9.0,False,False,False,True,True,False,False,False,0.05865736124958458
1,29000,2143.0,203.0,5.0,19.625,14.21,19,12.0,True,False,False,False,False,False,False,False,0.014622798271851114
10,61000,998.0,67.1,5.0,2.9,18.9,18,12.0,False,False,False,True,True,False,False,False,0.02558989697573945
7,4187,624.0,35.0,5.0,1.38,26.0,27,13.0,False,False,False,True,True,False,False,False,0.004154204054503157
1,46000,1798.0,157.8,5.0,5.5,13.4,25,14.0,False,False,False,True,True,False,False,False,0.004818876703223662
9,28000,1197.0,103.5,5.0,7.25,17.21,29,9.0,False,False,False,True,False,False,False,False,0.02509139248919907
3,83558,1582.0,126.32,5.0,6.98,22.32,10,11.0,True,False,False,False,True,False,False,False,0.02824858757062147
5,40000,1248.0,74.0,5.0,5.25,22.95,27,8.0,True,False,False,False,True,False,False,False,0.0006646726487205051
8,36000,814.0,55.2,5.0,1.95,21.1,10,12.0,False,False,False,True,True,False,False,False,0.010136257892987704
1,21000,1968.0,174.33,5.0,19.625,17.11,1,11.0,True,False,False,False,False,False,False,False,0.012794948487869724
7,62162,2494.0,100.0,5.0,8.31,12.99,28,12.0,True,False,False,False,True,False,False,False,0.02725157859754071
5,83000,2987.0,228.075,5.0,19.625,11.74,19,13.0,True,False,False,False,False,False,False,False,0.0038218677301429045
10,58000,1120.0,71.0,5.0,5.5,24.4,10,10.0,True,False,False,False,True,False,False,False,0.00980392156862745
7,62332,2354.0,177.6,5.0,5.89,11.7,9,14.0,False,False,False,True,False,False,False,False,0.004320372216683284
7,50867,1498.0,103.2,5.0,7.95,20.34,29,9.0,True,False,False,False,True,False,False,False,0.017779993353273512
9,73000,1197.0,80.0,5.0,2.75,17.0,10,15.0,False,False,False,True,True,False,False,False,0.041043536058491197
6,98008,1582.0,126.24,5.0,6.25,22.7,10,13.0,True,False,False,False,True,False,False,False,0.0036556995679627785
5,36000,1399.0,68.05,5.0,4.95,20.0,8,10.0,True,False,False,False,True,False,False,False,0.016782984380192757
7,27339,1197.0,81.83,5.0,6.27,18.6,10,6.0,False,False,False,True,True,False,False,False,0.041043536058491197
8,25000,1582.0,126.2,5.0,8.65,23.9,10,8.0,True,False,False,False,True,False,False,False,0.02824858757062147
8,37000,1197.0,82.0,5.0,3.5,18.9,10,11.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,56000,1968.0,174.3,5.0,19.625,14.16,1,10.0,True,False,False,False,False,False,False,False,0.004985044865403789
8,27000,1298.0,85.8,5.0,4.45,17.5,18,10.0,False,False,False,True,True,False,False,False,0.05865736124958458
8,37000,1197.0,80.0,5.0,2.65,18.5,10,13.0,False,False,False,True,True,False,False,False,0.041043536058491197
8,10500,1198.0,77.0,5.0,4.7,25.32,17,8.0,True,False,False,False,True,False,False,False,0.002326354270521768
0,49000,1582.0,126.2,5.0,8.9,18.23,10,11.0,True,False,False,False,False,False,False,False,0.0036556995679627785
9,7000,1956.0,170.0,5.0,17.45,17.1,14,8.0,True,False,False,False,True,False,False,False,0.0024925224327018943
3,71256,1248.0,88.5,5.0,9.58,24.3,18,8.0,True,False,False,False,True,False,False,False,0.0071452309737454305
7,83184,1798.0,138.03,5.0,6.22,14.28,28,13.0,False,False,False,True,True,False,False,False,0.011299435028248588
8,87284,2179.0,140.0,5.0,7.8,15.1,17,12.0,True,False,False,False,True,False,False,False,0.01877700232635427
9,7000,1995.0,190.0,5.0,19.625,20.68,2,9.0,True,False,False,False,False,False,False,False,0.005317381189764041
10,29000,1396.0,88.73,5.0,7.0,22.54,10,10.0,True,False,False,False,True,False,True,False,0.041043536058491197
3,33552,2987.0,228.075,5.0,19.625,11.57,19,8.0,True,False,False,False,False,False,False,False,0.0019940179461615153
1,64000,1998.0,163.7,5.0,6.5,17.3,4,12.0,True,False,False,False,True,False,True,False,0.0029910269192422734
6,82000,1197.0,80.0,5.0,2.7,18.5,10,14.0,False,False,False,True,True,False,True,False,0.041043536058491197
9,70000,1198.0,86.8,5.0,2.5,19.4,9,13.0,False,False,False,True,True,False,True,False,0.009970089730807577
5,131500,1461.0,84.8,5.0,3.9,19.3,22,12.0,True,False,False,False,True,False,False,False,0.00016616816218012627
4,58000,1198.0,73.9,5.0,3.95,16.47,29,10.0,False,False,False,True,True,False,False,False,0.02509139248919907
2,77000,1197.0,78.9,5.0,2.1,20.36,10,15.0,False,False,False,True,True,False,True,False,0.0259222333000997
10,73204,1991.0,147.9,5.0,3.5,18.1,4,16.0,True,False,False,False,False,False,False,True,0.0029910269192422734
5,70000,1086.0,68.05,5.0,2.0,19.81,10,18.0,False,False,False,True,True,False,True,False,0.0259222333000997
4,79870,1248.0,88.76,5.0,5.35,20.77,18,11.0,True,False,False,False,True,False,False,False,0.012462612163509471
4,90000,1498.0,98.6,5.0,3.8,25.8,9,12.0,True,False,False,False,True,False,False,False,0.017613825191093387
9,17000,1595.0,122.0,5.0,17.25,15.5,19,9.0,False,False,False,True,False,False,False,False,0.0013293452974410102
7,46493,1197.0,81.86,5.0,5.53,18.9,10,7.0,False,False,False,True,True,False,False,False,0.0259222333000997
10,68000,1197.0,78.9,5.0,1.95,20.36,10,16.0,False,False,False,True,True,False,False,True,0.0259222333000997
5,2000,1248.0,74.0,5.0,8.2,28.4,18,8.0,True,False,False,False,True,False,False,False,0.05865736124958458
10,131500,1343.0,90.0,5.0,0.9,13.0,9,21.5,False,False,False,True,True,False,False,False,0.0448654037886341
10,131500,2494.0,100.6,5.0,6.5,12.99,28,12.0,True,False,False,False,True,False,False,True,0.02725157859754071
3,45535,1998.0,112.0,5.0,19.41,23.8,20,11.0,True,False,False,False,False,False,False,False,0.003988035892323031
3,39228,1368.0,112.4,5.0,6.58,15.7,6,9.0,False,False,False,True,True,False,False,False,0.0019940179461615153
9,57000,1399.0,92.7,5.0,2.1,14.49,4,14.0,False,False,False,True,True,False,True,False,0.002326354270521768
2,85445,1086.0,68.05,5.0,2.0,19.81,10,17.0,False,False,False,True,True,False,True,False,0.0259222333000997
4,54000,1120.0,71.0,5.0,3.7,24.4,10,10.0,True,False,False,False,True,False,False,False,0.00980392156862745
9,53000,998.0,67.04,5.0,3.8,23.1,18,11.0,False,False,False,True,False,False,False,False,0.009637753406447324
6,60000,1197.0,78.9,5.0,3.25,20.36,10,11.0,False,False,False,True,True,False,False,False,0.0259222333000997
3,65668,1461.0,83.8,5.0,5.53,19.87,24,10.0,True,False,False,False,True,False,False,False,0.013791957460950481
0,100000,1995.0,190.0,5.0,10.9,22.69,2,14.0,True,False,False,False,False,False,True,False,0.016284479893652375
8,1800,1197.0,82.0,5.0,5.1,18.9,10,7.0,False,False,False,True,True,False,False,False,0.0259222333000997
5,96000,999.0,97.7,5.0,2.2,6.499999999999998,10,18.0,False,False,False,True,True,False,True,False,0.01296111665004985
10,44200,995.0,62.0,5.0,1.6,18.0,4,16.0,False,False,False,True,True,False,True,False,0.001661681621801263
0,14000,1497.0,117.3,5.0,11.25,17.4,9,7.0,False,False,False,True,True,False,False,False,0.0448654037886341
2,131500,1598.0,103.6,5.0,5.9,20.54,29,12.0,True,False,False,False,True,False,False,False,0.017779993353273512
4,73000,2982.0,169.0,5.0,14.4,11.5,28,13.0,True,False,False,False,False,False,False,False,0.016782984380192757
4,68000,1497.0,118.0,5.0,3.6,17.0,9,14.0,False,False,False,True,True,False,False,False,0.0448654037886341
6,19543,1995.0,190.0,5.0,19.625,18.12,2,8.0,True,False,False,False,False,False,False,False,0.011299435028248588
1,38000,1968.0,174.3,5.0,19.625,14.16,1,11.0,True,False,False,False,False,False,True,False,0.004985044865403789
4,32805,1248.0,73.94,5.0,3.6,23.2,18,11.0,True,False,False,False,True,False,False,False,0.010634762379528082
7,44782,1498.0,103.2,5.0,7.12,21.21,29,9.0,True,False,False,False,False,False,False,False,0.017779993353273512
7,55700,1498.0,98.6,5.0,7.52,26.0,9,9.0,True,False,False,False,True,False,False,False,0.0448654037886341
4,60000,1968.0,140.8,5.0,10.35,15.2,1,13.0,True,False,False,False,False,False,True,False,0.012794948487869724
5,56000,1598.0,103.52,5.0,7.0,15.0,25,11.0,False,False,False,True,True,False,False,False,0.0078099036224659356
4,60000,2982.0,171.0,5.0,10.85,11.5,28,14.0,True,False,False,False,True,False,False,False,0.016782984380192757
9,78563,1991.0,123.7,5.0,2.35,16.52,4,15.0,True,False,False,False,True,False,False,False,0.0019940179461615153
9,34669,1196.0,73.0,5.0,2.9,15.1,18,11.0,False,False,False,True,True,False,False,False,0.0029910269192422734
4,17000,1373.0,91.1,5.0,7.65,20.73,18,8.0,False,False,False,True,True,False,False,False,0.011797939514788967
4,66000,1248.0,88.5,5.0,6.4,28.09,18,9.0,True,False,False,False,True,False,False,False,0.011797939514788967
10,102418,2494.0,100.6,5.0,10.1,12.99,28,11.0,True,False,False,False,True,False,False,False,0.02725157859754071
8,48800,1197.0,85.8,5.0,4.25,19.1,18,11.0,False,False,False,True,True,False,False,False,0.05865736124958458
7,10601,2755.0,171.5,5.0,19.625,11.36,28,6.0,True,False,False,False,False,False,False,False,0.02725157859754071
10,8200,1396.0,69.0,5.0,4.4,25.0,27,8.0,True,False,False,False,True,False,False,False,0.006646726487205052
6,100000,1197.0,82.85,5.0,3.25,18.5,10,13.0,False,False,False,True,True,False,False,False,0.041043536058491197
10,78000,1399.0,68.0,5.0,2.8,17.8,8,13.0,True,False,False,False,True,False,False,False,0.006646726487205052
8,50000,1248.0,73.74,5.0,4.3,18.2,4,10.0,True,False,False,False,True,False,False,False,0.0014955134596211367
2,89327,1399.0,68.0,5.0,1.55,17.8,8,19.0,True,False,False,False,True,False,False,True,0.006646726487205052
2,98000,2354.0,152.0,5.0,4.7,10.8,9,18.0,False,False,False,True,True,False,True,False,0.00448654037886341
7,24700,1199.0,88.7,5.0,7.07,18.7,9,8.0,False,False,False,True,True,False,False,False,0.009637753406447324
4,6000,2987.0,228.075,5.0,19.625,11.0,19,7.0,True,False,False,False,False,False,False,False,0.00033233632436025255
4,9434,1197.0,81.86,5.0,5.75,18.9,10,7.0,False,False,False,True,True,False,False,False,0.0259222333000997
9,29000,1197.0,85.8,5.0,3.25,18.5,18,13.0,False,False,False,True,True,False,False,False,0.010634762379528082
3,22440,1498.0,108.495,5.0,8.89,22.0,29,8.0,True,False,False,False,False,False,False,False,0.0031571950814223994
9,73070,1497.0,117.3,5.0,5.9,17.4,9,10.0,False,False,False,True,True,False,False,False,0.0448654037886341
8,21771,1199.0,88.7,5.0,4.95,18.7,9,9.0,False,False,False,True,True,False,False,False,0.009637753406447324
4,62000,1248.0,75.0,5.0,3.75,17.8,18,11.0,True,False,False,False,True,False,False,False,0.05865736124958458
7,37024,1582.0,126.2,5.0,10.97,17.01,10,8.0,True,False,False,False,False,False,False,False,0.015453639082751745
7,60336,2967.0,228.075,5.0,19.625,14.4,1,11.0,True,False,False,False,False,False,True,False,0.0004985044865403788
8,26008,814.0,55.2,5.0,1.97,21.1,10,11.0,False,False,False,True,True,False,False,False,0.010136257892987704
6,90000,1399.0,68.0,5.0,1.4,20.0,8,15.0,True,False,False,False,True,False,True,False,0.016782984380192757
3,35569,1198.0,73.75,5.0,7.27,17.0,29,7.0,False,False,False,True,True,False,False,False,0.0031571950814223994
8,40000,1461.0,84.8,5.0,4.0,21.64,24,12.0,True,False,False,False,True,False,False,False,0.0008308408109006315
8,45000,1199.0,88.7,5.0,4.75,18.7,9,10.0,False,False,False,True,True,False,False,False,0.009637753406447324
4,42000,1197.0,80.0,5.0,5.1,17.0,10,10.0,False,False,False,True,True,False,False,False,0.041043536058491197
3,46913,2967.0,228.075,5.0,16.11,14.94,1,13.0,True,False,False,False,False,False,False,False,0.012794948487869724
4,62000,2696.0,184.0,5.0,10.55,11.18,17,11.0,True,False,False,False,False,False,False,False,0.002160186108341642
0,15000,2755.0,174.5,5.0,19.625,12.9,28,8.0,True,False,False,False,False,False,False,False,0.016782984380192757
8,69000,1896.0,66.0,5.0,1.6,18.7,25,21.5,True,False,False,False,True,False,False,False,0.005151213027583915
5,41367,2148.0,170.0,5.0,18.49,15.8,19,13.0,True,False,False,False,False,False,False,False,0.01694915254237288
7,15982,1373.0,91.1,5.0,9.96,20.73,18,7.0,False,False,False,True,True,False,False,False,0.011797939514788967
5,99595,1248.0,74.0,5.0,4.75,22.9,18,12.0,True,False,False,False,True,False,True,False,0.05865736124958458
1,63000,2446.0,75.0,5.0,3.65,13.1,28,21.5,True,False,False,False,True,False,False,True,0.0006646726487205051
4,49000,2495.0,218.0,5.0,15.5,16.73,2,13.0,True,False,False,False,False,False,True,False,0.011299435028248588
7,48272,2835.0,116.9,5.0,11.82,10.5,21,12.0,True,False,False,False,True,False,False,False,0.003323363243602526
4,63000,1794.0,125.0,5.0,2.05,13.4,28,17.0,False,False,False,True,True,False,False,False,0.011299435028248588
0,77000,998.0,58.16,5.0,3.3,29.860000000000003,18,9.0,False,False,False,False,True,False,False,False,0.02558989697573945
9,11734,796.0,34.2,5.0,2.25,16.8,18,12.0,False,False,False,True,True,False,False,False,0.003323363243602526
7,62012,1968.0,174.33,5.0,19.625,17.68,1,11.0,True,False,False,False,False,False,False,False,0.008142239946826188
